CGPA,Backlogs,Branch,10th_Percentage,12th_Percentage,DSA_Score,Projects_Count,Certifications,Internships,Hackathons_Participated,Coding_Contest_Rating,Clubs,Leadership_Roles,Placed,Skill_Score,Activity_Score,Academic_Strength
7.51,0,CYBER,85.32,82.31,39.4,5,0,0,2,1372,2,0,0,37.69777777777777,44.39999999999999,7.51
7.88,4,CSE,99.29,100.0,58.3,3,5,3,1,800,1,2,1,55.80111111111111,22.666666666666664,6.68
7.46,2,AIML,73.95,73.94,55.44,6,3,2,3,1418,1,0,1,59.854222222222205,45.266666666666666,6.86
5.98,3,IT,68.03,69.89,66.31,3,2,1,2,1461,1,1,0,50.82633333333333,45.699999999999996,5.08
8.61,1,CSE,71.91,67.98,68.46,1,2,0,4,1312,3,0,1,37.538000000000004,61.06666666666667,8.309999999999999
6.4,0,AIDS,77.67,74.0,44.45,0,2,2,0,800,1,0,1,29.912777777777777,6.666666666666667,6.4
5.12,2,CYBER,80.64,93.93,75.19,4,0,1,2,1059,2,0,1,40.79033333333333,33.96666666666667,4.5200000000000005
8.23,1,CIVIL,81.15,90.15,71.45,1,1,3,0,950,2,0,1,42.70166666666667,18.333333333333336,7.930000000000001
5.89,1,CSE,98.03,97.68,65.64,5,1,2,2,1577,1,1,1,48.16977777777778,49.56666666666666,5.59
9.7,2,ECE,96.25,100.0,41.51,5,4,2,4,800,1,0,1,45.68633333333334,30.666666666666664,9.1
9.77,0,CYBER,93.03,99.09,27.86,1,1,0,0,1206,1,0,0,20.40244444444444,20.200000000000003,9.77
9.57,5,IT,100.0,96.87,46.62,1,5,0,2,1046,1,0,0,35.352666666666664,26.866666666666667,8.07
6.85,0,IT,88.24,84.62,52.14,3,3,0,0,1486,1,0,1,36.919777777777774,29.533333333333335,6.85
5.08,4,CSE,91.08,94.43,64.41,4,2,3,1,1291,1,1,0,55.223,34.03333333333333,3.88
9.64,3,CSE,88.05,89.35,28.86,1,5,2,1,851,0,0,1,39.413555555555554,7.7,8.74
7.14,2,AIDS,86.41,84.4,95.06,3,5,1,5,1143,3,2,0,62.495777777777775,71.43333333333334,6.54
9.83,5,ECE,83.94,87.55,80.08,2,3,3,1,1168,3,2,1,53.34622222222222,48.266666666666666,8.33
9.82,2,AIML,76.03,68.82,100.0,4,2,1,3,1000,3,0,1,55.655555555555544,44.666666666666664,9.22
9.27,2,ECE,67.53,68.11,56.11,6,0,1,1,1712,1,0,0,44.26633333333333,43.06666666666667,8.67
6.47,0,CYBER,78.69,72.5,69.94,1,3,0,1,1644,0,1,0,33.44866666666667,39.13333333333334,6.47
6.93,3,IT,85.66,79.63,63.83,5,5,1,4,1240,3,2,0,48.637888888888895,68.66666666666667,6.029999999999999
9.26,4,ECE,80.72,77.19,90.13,2,1,1,0,1633,2,1,0,46.55011111111111,46.1,8.06
6.58,1,CSE,69.35,71.16,55.75,3,2,3,0,1168,3,0,1,45.224999999999994,32.266666666666666,6.28
5.85,1,IT,78.34,74.96,66.2,1,4,0,1,1362,3,2,0,38.83777777777778,54.733333333333334,5.55
7.78,2,MECH,77.82,71.73,88.46,5,3,1,0,1638,3,2,0,56.615777777777765,57.93333333333334,7.180000000000001
9.68,3,AIML,79.38,81.76,62.88,4,5,1,2,1143,3,1,1,56.43066666666666,48.43333333333334,8.78
8.48,5,CIVIL,84.91,92.37,74.75,4,0,1,5,1506,2,0,0,43.069444444444436,66.86666666666666,6.98
7.85,0,CSE,87.06,90.26,28.99,6,5,2,1,800,1,2,1,46.11922222222221,22.666666666666664,7.85
5.49,3,CSE,75.0,84.01,68.98,5,4,2,5,1309,2,1,1,59.06066666666667,65.3,4.59
8.08,3,CSE,89.81,96.86,100.0,4,0,0,1,1396,2,2,1,48.24444444444444,49.2,7.18
9.95,0,MECH,91.32,88.88,52.36,5,2,3,3,1060,1,0,1,52.319111111111106,33.33333333333333,9.95
5.7,2,CYBER,83.2,86.36,54.17,6,3,0,5,1109,2,0,1,40.90655555555555,53.63333333333333,5.1000000000000005
7.59,3,AIML,86.65,86.19,83.07,2,0,2,2,1243,2,0,1,42.10988888888888,40.1,6.6899999999999995
9.39,1,CSE,89.84,95.15,75.06,6,4,0,1,1608,3,1,1,49.79577777777778,57.93333333333335,9.09
8.7,0,MECH,69.02,68.56,74.32,3,5,3,1,1254,3,0,1,61.696,41.13333333333333,8.7
8.49,5,ECE,90.55,86.6,62.11,0,4,0,0,2000,1,1,0,29.433,51.66666666666667,6.99
8.51,4,CIVIL,72.1,78.97,61.5,6,1,1,1,926,3,2,1,48.11666666666666,40.2,7.31
6.8,2,MECH,73.07,74.66,59.75,6,0,3,5,1365,1,0,1,58.40277777777778,55.50000000000001,6.2
6.47,0,CIVIL,81.96,78.65,60.67,1,3,3,5,1472,1,1,0,44.86766666666667,64.06666666666668,6.47
9.05,4,CIVIL,60.0,60.0,49.11,6,3,3,1,1029,0,1,0,54.36633333333333,18.633333333333336,7.8500000000000005
9.05,4,CSE,81.76,78.41,71.43,4,5,0,1,893,1,1,1,48.66233333333333,20.766666666666666,7.8500000000000005
9.34,5,CYBER,89.82,84.81,100.0,2,5,0,1,1265,2,0,1,55.81111111111111,34.833333333333336,7.84
9.57,3,CSE,63.54,61.15,66.95,3,5,1,3,838,1,1,1,49.55166666666667,30.93333333333333,8.67
7.56,5,CIVIL,90.89,92.76,40.54,2,1,3,2,856,0,0,0,39.428666666666665,13.866666666666665,6.06
7.51,3,ECE,73.01,73.33,62.01,3,4,1,5,1326,2,0,1,48.86966666666667,60.86666666666667,6.609999999999999
8.99,3,MECH,82.07,79.88,58.17,5,5,3,3,1968,0,2,1,58.19544444444445,66.93333333333334,8.09
8.25,0,AIML,74.46,81.94,41.98,6,0,2,0,1631,3,2,1,45.07177777777777,57.70000000000001,8.25
8.51,0,AIDS,85.73,75.68,72.83,4,5,0,4,1082,2,0,1,49.471222222222224,46.73333333333333,8.51
8.98,2,AIDS,90.25,91.78,58.19,3,4,1,1,1475,1,2,1,39.94588888888889,45.166666666666664,8.38
9.45,3,MECH,86.47,85.76,62.26,1,0,0,5,1102,0,1,1,35.33355555555555,45.06666666666666,8.549999999999999
6.69,4,CYBER,79.96,75.11,64.02,5,0,0,0,959,1,0,0,36.294888888888885,11.966666666666667,5.49
6.88,1,MECH,75.24,77.06,31.23,6,0,2,5,1031,3,2,1,36.480111111111114,67.69999999999999,6.58
5.47,2,AIDS,79.31,78.21,20.02,4,4,2,4,800,2,1,1,40.31711111111111,42.33333333333333,4.87
7.89,0,ECE,86.56,92.8,80.37,1,5,3,1,902,1,0,1,52.522111111111116,16.066666666666666,7.89
5.18,5,AIML,86.9,91.24,14.78,5,4,2,5,1248,3,1,0,37.745111111111115,69.93333333333334,3.6799999999999997
7.33,2,AIML,85.51,95.04,44.61,4,4,3,1,1532,1,0,1,49.54966666666667,37.06666666666666,6.73
7.71,2,CYBER,67.17,64.76,30.07,3,2,2,4,800,2,2,0,32.943222222222225,47.33333333333333,7.11
6.43,2,IT,79.77,86.75,49.94,3,4,2,3,1587,3,1,1,47.181999999999995,69.23333333333335,5.83
7.95,2,CSE,73.67,67.84,75.83,3,1,1,4,1627,3,2,1,47.560111111111105,81.56666666666666,7.3500000000000005
5.15,1,AIDS,86.65,86.1,55.51,3,2,2,4,1073,0,1,1,46.71966666666666,38.1,4.8500000000000005
5.19,5,CSE,72.35,70.02,88.43,3,0,1,5,1479,2,1,0,47.629000000000005,70.96666666666667,3.6900000000000004
9.11,5,AIDS,84.52,87.53,94.8,6,5,2,2,1919,3,1,1,66.9511111111111,74.30000000000001,7.609999999999999
6.8,5,ECE,77.18,80.07,42.88,6,3,1,1,1482,2,1,0,50.88622222222223,47.06666666666666,5.3
5.64,3,ECE,61.21,60.0,31.74,5,5,0,5,1207,1,2,1,40.577555555555556,60.23333333333333,4.74
7.61,4,AIML,89.31,92.6,100.0,6,2,3,1,1210,2,1,1,70.19999999999999,38.0,6.41
8.85,5,CIVIL,79.75,77.84,93.0,6,2,2,3,1242,0,2,0,58.46666666666667,42.733333333333334,7.35
6.08,2,MECH,92.76,88.68,69.68,4,0,1,3,1458,2,1,1,45.04844444444445,58.266666666666666,5.48
8.11,2,MECH,63.35,63.29,69.57,3,4,2,2,1410,2,0,1,53.693222222222225,45.666666666666664,7.51
5.43,5,ECE,77.08,69.7,60.1,2,4,1,2,1549,1,0,1,43.30777777777778,43.63333333333333,3.9299999999999997
5.26,5,CYBER,77.84,82.49,24.15,5,2,1,2,800,0,1,0,40.22277777777777,17.0,3.76
7.66,2,IT,82.7,82.42,68.92,2,4,2,3,1378,1,0,1,47.88711111111111,43.93333333333334,7.0600000000000005
7.7,3,AIML,66.75,66.58,67.44,0,2,3,4,1453,3,1,1,43.17644444444444,70.76666666666667,6.800000000000001
8.19,0,AIDS,85.44,85.0,50.35,1,5,1,5,1079,1,2,1,42.37166666666668,55.96666666666666,8.19
8.63,0,IT,99.12,100.0,59.88,6,3,0,1,1914,0,0,1,51.56400000000001,43.13333333333333,8.63
9.88,5,CYBER,84.75,92.34,100.0,2,5,2,1,1141,0,1,1,61.93333333333333,22.366666666666667,8.38
7.58,1,MECH,80.93,87.68,62.9,0,3,0,5,1198,2,1,0,34.20333333333333,61.6,7.28
6.61,5,IT,66.23,65.8,95.57,4,0,1,0,1597,0,2,1,59.42655555555555,36.56666666666667,5.11
8.98,5,AIML,72.26,66.68,37.57,2,1,1,3,1347,1,2,1,24.948777777777774,52.900000000000006,7.48
6.35,0,CSE,79.44,79.36,48.83,6,1,2,3,1071,0,1,0,43.526777777777774,32.03333333333333,6.35
7.19,2,IT,74.7,76.27,32.53,3,5,3,2,988,3,1,0,49.70344444444444,43.26666666666667,6.590000000000001
5.39,5,MECH,90.26,94.33,30.27,5,4,0,5,1261,0,1,0,41.94766666666666,50.366666666666674,3.8899999999999997
5.13,2,MECH,85.34,86.89,36.57,5,1,3,0,1222,0,1,0,41.84877777777778,19.06666666666667,4.53
9.81,2,MECH,100.0,94.87,82.87,4,3,0,0,1342,1,1,1,48.40544444444444,29.733333333333334,9.21
9.18,1,CYBER,70.19,67.51,78.74,6,0,3,3,894,2,1,1,55.69977777777777,39.46666666666667,8.879999999999999
8.48,2,CIVIL,80.33,77.2,56.31,4,3,2,2,1226,2,2,1,46.94855555555555,49.53333333333333,7.880000000000001
7.04,0,CIVIL,66.17,68.86,18.17,1,2,0,1,1475,1,0,1,18.328777777777777,35.16666666666667,7.04
5.87,3,CSE,60.0,62.82,86.39,5,4,2,2,1509,2,1,1,60.083666666666666,53.966666666666676,4.970000000000001
5.78,3,ECE,87.23,90.7,50.7,2,4,3,1,921,3,1,1,45.67666666666666,35.03333333333333,4.880000000000001
6.25,4,IT,84.97,86.47,36.43,6,1,3,3,800,3,2,1,46.17344444444444,48.0,5.05
7.75,5,IT,71.45,61.16,71.73,1,2,3,2,1546,2,0,0,44.78566666666667,50.2,6.25
8.57,0,MECH,80.93,72.3,74.45,0,1,2,0,1134,1,2,1,41.26833333333334,27.800000000000004,8.57
8.3,2,CSE,73.71,73.01,62.55,6,1,1,5,1613,1,2,1,47.498333333333335,73.76666666666665,7.700000000000001
6.4,3,IT,75.06,75.55,62.47,5,1,1,4,1606,2,1,1,44.27433333333333,69.19999999999999,5.5
9.77,0,IT,76.8,83.07,53.27,5,2,0,0,1122,0,1,1,39.24766666666667,15.733333333333333,9.77
8.69,3,AIML,71.03,71.42,86.15,6,1,2,5,1428,2,2,1,56.97833333333333,74.26666666666665,7.789999999999999
7.77,2,AIML,72.83,67.95,46.42,2,4,2,1,1267,3,1,1,43.39266666666666,46.56666666666667,7.17
8.06,3,CIVIL,73.12,76.43,55.68,2,1,2,3,818,3,1,0,41.648444444444436,43.6,7.16
7.1,5,AIML,84.23,84.14,75.97,6,2,3,2,1792,0,1,1,62.291,50.06666666666667,5.6
6.24,5,CYBER,60.0,60.0,82.77,1,2,2,3,1464,3,0,0,44.29766666666667,60.133333333333326,4.74
6.78,4,MECH,77.72,69.65,93.11,2,3,1,3,1411,1,0,1,48.48855555555556,45.03333333333333,5.58
8.79,4,CSE,69.12,69.55,92.56,0,1,0,1,1659,0,1,1,40.11244444444444,39.63333333333333,7.589999999999999
5.07,3,CYBER,69.48,70.63,46.38,0,2,1,3,1223,0,2,0,32.05844444444445,42.099999999999994,4.17
5.58,0,CYBER,74.74,69.76,24.58,6,5,2,2,800,0,0,1,43.94066666666666,12.0,5.58
5.23,5,CIVIL,79.86,83.58,81.75,1,1,0,0,1067,1,2,0,39.68055555555556,25.56666666666667,3.7300000000000004
5.2,0,CYBER,77.86,81.13,80.93,3,0,0,3,905,3,1,0,42.51233333333334,46.5,5.2
9.28,0,MECH,69.36,69.6,60.45,3,4,2,2,1222,2,2,1,50.412777777777784,49.4,9.28
8.52,3,CYBER,87.22,87.28,88.52,6,4,2,2,1508,3,2,1,61.43377777777776,65.60000000000001,7.619999999999999
7.37,0,AIML,70.97,75.7,57.71,6,5,1,1,1132,2,0,1,53.4241111111111,30.400000000000006,7.37
5.49,5,ECE,72.65,74.49,84.97,0,1,1,3,978,0,2,0,38.757666666666665,33.93333333333334,3.99
7.46,2,CYBER,82.84,79.33,54.49,5,4,3,1,1024,2,2,1,56.258111111111106,36.8,6.86
7.37,4,ECE,83.2,82.22,99.34,0,4,3,0,1286,3,0,0,55.968666666666664,36.2,6.17
5.87,2,CIVIL,73.88,76.67,72.55,0,0,3,0,1523,1,1,0,41.798333333333325,35.766666666666666,5.2700000000000005
7.17,0,CYBER,60.0,60.0,98.35,4,4,2,5,1821,3,2,1,60.23833333333333,94.03333333333333,7.17
6.99,2,CSE,71.15,66.49,53.19,6,4,2,2,800,1,1,0,59.157,23.666666666666664,6.390000000000001
8.08,5,CIVIL,81.62,85.03,76.0,5,2,3,3,1256,1,1,0,61.43333333333333,44.86666666666667,6.58
8.18,5,IT,86.89,92.93,48.99,4,4,3,5,964,1,1,0,56.541444444444444,47.13333333333333,6.68
5.23,0,CIVIL,79.21,84.31,70.51,0,1,1,2,1174,2,0,0,34.41966666666667,37.8,5.23
6.87,3,ECE,75.21,79.68,79.85,3,4,3,3,1552,0,1,1,60.73277777777778,48.06666666666667,5.970000000000001
8.13,2,CYBER,100.0,100.0,100.0,2,1,3,1,1250,0,2,1,54.77777777777778,31.000000000000007,7.530000000000001
7.52,3,CSE,76.28,71.13,74.72,1,4,0,0,1479,0,1,1,42.09377777777778,27.633333333333333,6.619999999999999
9.28,3,CIVIL,86.12,85.14,88.39,4,1,3,5,1939,1,1,1,56.994777777777784,79.63333333333334,8.379999999999999
8.29,1,IT,66.65,60.0,59.55,3,4,0,5,1063,2,1,1,40.13166666666667,57.10000000000001,7.989999999999999
5.81,0,AIDS,69.1,75.6,67.4,2,5,3,0,1172,2,2,0,53.30888888888888,35.73333333333333,5.81
5.35,4,AIML,86.47,82.39,46.67,4,1,0,1,1062,2,1,0,43.345444444444446,33.06666666666666,4.1499999999999995
8.21,5,AIML,90.45,87.78,70.88,1,4,3,4,1970,3,1,1,46.586222222222226,88.00000000000001,6.710000000000001
5.13,5,CYBER,76.1,81.4,56.65,1,0,1,4,1033,2,1,0,28.895,50.1,3.63
7.93,0,CYBER,61.51,60.0,60.1,6,2,2,4,1641,2,0,1,53.80777777777778,65.36666666666666,7.93
9.7,4,IT,78.32,72.38,77.26,2,2,0,3,1276,2,2,0,41.58911111111111,57.199999999999996,8.5
7.88,5,IT,81.89,83.23,59.38,2,2,2,5,1248,0,0,1,39.00288888888889,44.93333333333334,6.38
6.94,0,ECE,80.99,83.59,54.61,4,2,1,1,1422,1,2,1,44.37188888888889,43.39999999999999,6.94
8.22,5,CYBER,74.37,74.01,90.12,4,0,3,3,1239,3,1,0,55.28044444444444,57.63333333333334,6.720000000000001
7.29,3,AIML,78.47,78.28,67.46,6,5,3,3,1532,0,2,1,62.393555555555544,52.400000000000006,6.390000000000001
7.73,2,CSE,72.5,78.84,73.08,1,5,1,1,1182,2,2,1,51.524,42.06666666666666,7.130000000000001
9.71,2,AIML,68.88,72.06,46.89,1,0,2,3,814,1,2,1,32.644777777777776,35.13333333333334,9.110000000000001
6.93,5,CIVIL,87.56,90.06,70.62,2,4,2,5,1558,1,2,0,51.274888888888896,71.93333333333332,5.43
9.81,1,CIVIL,80.98,84.86,87.14,2,0,2,1,1519,1,0,1,49.78644444444444,36.633333333333326,9.51
9.53,4,CSE,78.49,76.99,67.17,6,2,2,4,1060,1,2,1,57.562111111111115,49.33333333333333,8.33
5.98,4,CSE,74.93,85.79,92.39,2,5,0,4,1708,2,0,0,52.283666666666676,67.6,4.78
5.35,4,MECH,78.2,66.66,8.45,0,3,2,3,800,3,0,0,22.201666666666664,38.0,4.1499999999999995
5.5,3,CIVIL,81.6,88.89,70.71,2,4,0,0,1380,2,1,0,45.879666666666665,37.666666666666664,4.6
5.09,4,IT,97.29,100.0,67.21,3,1,1,1,836,1,2,1,42.32966666666667,23.866666666666667,3.8899999999999997
5.47,2,MECH,86.55,87.79,65.69,5,5,3,2,1112,2,1,1,57.962555555555554,40.733333333333334,4.87
8.42,3,AIDS,73.34,73.74,73.1,3,2,0,2,1013,1,2,1,46.57444444444444,35.766666666666666,7.52
5.36,0,AIDS,73.44,72.66,65.29,6,5,2,3,849,2,0,1,57.55366666666667,32.96666666666667,5.36
6.59,4,AIML,71.88,77.4,77.84,4,2,3,0,1297,3,0,1,51.31866666666666,36.56666666666667,5.39
9.22,4,ECE,77.99,77.8,59.1,5,2,0,1,1295,1,0,1,51.574444444444445,29.166666666666668,8.020000000000001
5.12,0,IT,71.88,68.24,59.07,6,5,3,4,1380,2,2,1,65.55433333333333,66.66666666666666,5.12
9.07,4,CYBER,84.75,89.26,69.2,6,5,1,3,1246,0,2,1,59.51555555555556,42.86666666666667,7.87
6.41,0,ECE,60.0,67.92,37.67,3,5,2,1,1218,3,2,1,43.556555555555555,49.93333333333333,6.41
5.59,3,CSE,85.35,75.72,69.8,0,0,1,1,912,0,2,1,41.85111111111111,19.733333333333334,4.6899999999999995
8.48,2,IT,82.75,94.54,58.63,6,5,3,1,929,2,2,0,59.74455555555556,33.63333333333334,7.880000000000001
8.14,0,ECE,92.63,87.44,38.27,5,1,1,0,1086,3,1,1,38.25877777777778,34.53333333333333,8.14
9.39,1,IT,88.77,83.97,63.65,2,4,2,1,955,3,2,1,46.3061111111111,41.166666666666664,9.09
8.68,0,IT,73.16,66.94,54.9,6,2,0,0,1176,3,1,1,42.781111111111116,37.53333333333334,8.68
9.02,4,IT,87.64,87.65,93.16,4,5,1,0,1171,2,2,1,64.50355555555555,35.699999999999996,7.819999999999999
6.41,3,CSE,78.32,71.92,62.61,1,1,2,5,1166,3,2,0,38.34966666666667,72.2,5.51
5.89,5,CIVIL,60.66,60.0,84.58,0,3,3,1,923,3,2,1,47.907333333333334,40.1,4.39
8.75,3,MECH,81.59,78.15,57.93,0,5,1,5,800,0,2,1,41.44566666666667,40.0,7.85
9.03,5,CIVIL,73.76,74.45,90.15,3,0,0,4,1136,2,0,1,41.70055555555556,48.53333333333333,7.529999999999999
9.95,0,CSE,80.0,81.18,100.0,2,2,1,5,1002,1,0,1,51.12222222222223,43.4,9.95
7.06,2,IT,96.51,100.0,69.94,0,1,3,5,850,2,1,1,44.337555555555554,49.99999999999999,6.46
6.86,1,CIVIL,82.25,88.34,79.03,5,5,3,1,1440,2,1,0,60.64233333333333,45.666666666666664,6.5600000000000005
8.88,3,MECH,69.83,74.95,85.78,5,1,3,4,1620,3,2,1,57.23400000000001,81.33333333333333,7.98
6.7,4,MECH,89.64,88.34,32.58,5,2,1,3,1325,0,2,1,36.840666666666664,45.49999999999999,5.5
9.65,5,ECE,83.63,74.42,87.49,2,1,1,2,1294,0,2,1,43.73588888888889,38.46666666666667,8.15
9.29,4,AIML,68.65,60.0,80.09,6,1,1,3,1251,2,2,1,54.08255555555556,56.36666666666667,8.09
7.14,2,IT,63.94,69.03,58.03,2,5,0,0,1220,1,0,1,37.464555555555556,20.666666666666668,6.54
8.75,5,ECE,70.23,74.45,53.59,6,5,2,3,972,2,1,1,55.28811111111111,42.06666666666667,7.25
8.77,3,CIVIL,88.36,85.28,85.24,6,4,1,2,926,1,1,1,65.04977777777778,27.866666666666667,7.869999999999999
5.52,0,MECH,76.98,69.78,35.63,4,0,0,2,1434,1,1,0,32.74455555555556,44.800000000000004,5.52
9.51,4,IT,80.81,75.58,100.0,2,4,3,4,1404,2,0,1,56.34444444444444,57.46666666666667,8.31
7.53,2,ECE,66.61,67.49,67.41,3,0,1,3,1223,3,2,0,40.70077777777777,62.09999999999999,6.930000000000001
9.13,3,CYBER,88.63,89.51,48.7,0,0,1,0,1048,3,0,1,26.343333333333334,28.26666666666667,8.23
6.6,3,IT,60.0,65.21,50.22,4,4,1,5,1329,1,0,1,45.49933333333333,54.300000000000004,5.699999999999999
9.48,3,CSE,73.45,71.19,69.33,4,2,0,5,1211,0,1,1,40.010111111111115,48.699999999999996,8.58
6.95,3,IT,84.18,82.96,97.23,1,1,1,0,1239,3,0,0,52.791222222222224,34.63333333333334,6.050000000000001
5.05,5,AIDS,68.77,74.4,35.08,2,3,1,4,975,3,1,0,35.20177777777778,54.833333333333336,3.55
9.53,3,CSE,86.14,75.52,72.81,0,4,2,5,1284,1,0,0,42.88744444444444,52.800000000000004,8.629999999999999
5.46,4,AIML,71.31,72.9,44.03,0,4,0,4,800,1,1,1,31.242333333333338,35.666666666666664,4.26
6.6,2,MECH,67.74,66.07,70.47,4,2,2,5,1677,1,1,1,49.66322222222222,70.9,6.0
9.75,5,AIML,92.86,96.43,65.81,3,1,2,5,1047,3,2,0,45.55411111111111,68.23333333333333,8.25
9.75,3,AIML,81.54,84.1,53.48,6,5,2,3,929,3,1,1,56.42177777777777,47.300000000000004,8.85
7.87,1,ECE,85.19,81.71,62.93,1,4,2,4,1101,0,0,1,45.06788888888889,34.03333333333333,7.57
8.16,1,CSE,90.18,87.65,62.31,2,3,3,2,1484,0,1,1,48.24855555555555,39.8,7.86
7.24,2,CSE,60.0,60.0,51.87,3,1,1,0,1079,2,0,1,39.516555555555556,22.633333333333333,6.640000000000001
6.47,0,IT,86.35,90.1,49.05,0,4,2,5,1495,1,1,1,36.45944444444444,64.83333333333334,6.47
6.64,0,CYBER,72.39,73.59,84.41,3,5,0,2,1223,3,2,0,50.91188888888889,56.10000000000001,6.64
8.36,5,IT,73.71,80.7,62.92,6,4,1,1,815,0,2,0,52.20933333333334,16.5,6.859999999999999
8.76,5,IT,84.37,82.38,48.63,6,5,2,2,893,1,0,1,58.855666666666664,21.766666666666666,7.26
8.96,5,ECE,76.37,80.94,63.05,2,0,2,0,1009,1,1,0,36.959444444444436,18.633333333333336,7.460000000000001
8.95,0,AIML,85.95,80.6,73.33,3,0,0,1,1461,2,0,1,35.64344444444444,41.36666666666666,8.95
5.46,1,CSE,79.59,66.07,28.05,0,4,3,3,903,1,2,1,36.059444444444445,38.1,5.16
7.47,0,CSE,81.68,81.21,97.38,4,2,0,1,1033,0,0,1,55.19177777777779,13.766666666666666,7.47
5.29,4,CSE,75.1,72.26,71.29,5,0,3,4,856,2,0,0,53.92033333333334,39.2,4.09
7.75,3,AIML,69.35,64.1,94.84,0,4,3,0,974,3,1,0,57.26311111111111,30.8,6.85
7.21,5,CIVIL,72.6,77.09,71.38,2,5,3,4,2000,2,2,1,54.26955555555555,87.33333333333333,5.71
9.44,1,IT,78.97,85.01,32.82,3,1,2,2,839,1,2,1,33.71266666666667,29.966666666666665,9.139999999999999
6.75,2,CSE,98.37,98.9,91.98,3,5,2,3,1493,1,1,1,60.70511111111111,52.76666666666667,6.15
5.59,2,IT,94.72,93.81,38.16,6,3,3,0,800,0,1,1,52.32577777777777,5.0,4.99
5.71,3,CSE,73.47,73.78,40.43,6,0,3,3,1470,1,1,1,45.29566666666667,52.0,4.8100000000000005
8.81,1,AIML,80.6,77.34,74.66,0,4,2,5,1016,3,2,1,46.16466666666666,67.2,8.51
8.09,0,CYBER,77.12,79.94,95.52,1,0,3,0,1939,0,2,1,46.21155555555555,47.96666666666667,8.09
5.51,0,ECE,81.3,73.61,76.09,1,5,2,4,1872,1,1,1,49.30477777777777,71.39999999999999,5.51
5.42,4,AIDS,82.59,77.22,72.73,4,5,3,2,929,3,0,0,64.80788888888888,36.3,4.22
8.5,4,IT,85.28,81.32,63.79,6,1,2,1,1591,0,2,1,55.559222222222225,42.36666666666666,7.3
5.36,0,CYBER,60.0,62.71,47.77,0,2,0,3,1702,1,1,1,27.81988888888889,59.73333333333334,5.36
9.11,2,AIDS,83.66,82.15,79.97,6,4,3,0,900,3,1,1,63.44655555555555,28.333333333333332,8.51
8.53,5,ECE,76.01,82.81,67.55,3,1,3,0,838,3,0,1,45.83166666666667,21.266666666666666,7.029999999999999
5.41,2,CYBER,72.95,76.97,72.32,1,3,0,5,862,2,1,1,39.062666666666665,50.4,4.8100000000000005
5.42,4,IT,87.94,83.94,71.22,6,4,1,3,974,0,0,0,55.86600000000001,23.799999999999997,4.22
9.93,3,IT,94.67,97.84,88.99,6,3,3,1,1043,2,0,1,68.04144444444444,27.43333333333333,9.03
6.87,0,CSE,86.89,84.85,11.34,5,2,1,2,856,3,2,1,32.17977777777777,43.86666666666667,6.87
6.85,4,ECE,74.81,77.18,64.33,5,4,0,0,839,2,1,0,49.83233333333333,19.633333333333336,5.6499999999999995
9.06,4,CYBER,69.24,73.5,70.64,5,4,3,0,1461,2,2,1,61.180888888888894,45.36666666666667,7.86
9.74,5,AIML,60.0,65.57,79.54,6,1,1,3,1307,2,2,1,56.406444444444446,58.23333333333333,8.24
9.93,0,CIVIL,81.83,82.84,62.06,6,0,3,3,1338,0,2,1,57.69577777777778,45.93333333333334,9.93
8.77,5,AIDS,85.79,93.79,44.84,2,4,3,0,1433,1,1,1,44.61866666666667,32.766666666666666,7.27
6.88,0,AIDS,78.98,81.19,71.17,3,2,2,0,1335,2,1,1,47.91766666666667,36.166666666666664,6.88
5.42,5,CSE,89.34,90.01,47.46,5,4,1,5,1070,1,1,0,46.315777777777775,50.66666666666667,3.92
8.89,2,ECE,66.8,65.29,83.42,6,4,2,0,1071,0,2,1,65.11488888888888,19.033333333333335,8.290000000000001
7.79,3,CSE,78.29,75.13,53.04,3,4,2,4,1434,1,0,1,44.06755555555556,51.800000000000004,6.890000000000001
7.12,3,CIVIL,77.5,79.6,91.42,0,4,1,0,1438,0,2,0,46.14822222222222,31.266666666666666,6.220000000000001
9.53,0,AIML,78.9,79.4,95.18,0,2,1,2,1442,1,0,1,42.34288888888889,40.06666666666667,9.53
5.56,1,CSE,91.68,92.98,61.22,6,1,2,2,1025,0,1,1,47.71044444444444,24.5,5.26
7.46,4,CYBER,78.95,81.36,60.55,1,0,3,5,1293,3,1,1,40.07611111111111,71.43333333333334,6.26
5.06,4,CIVIL,77.05,78.34,69.83,1,2,3,1,1015,0,2,1,45.46011111111111,23.166666666666664,3.8599999999999994
7.34,0,MECH,70.63,80.7,72.07,4,2,0,3,1353,1,0,1,47.44322222222222,43.1,7.34
5.28,5,ECE,93.29,90.65,58.68,1,3,3,1,1114,2,1,1,54.537333333333336,34.800000000000004,3.7800000000000002
5.59,1,ECE,65.69,67.85,76.33,6,0,1,0,1496,3,1,0,55.54344444444443,48.199999999999996,5.29
5.59,2,CSE,74.47,73.33,83.97,3,1,1,3,921,2,2,0,47.591,45.36666666666667,4.99
8.25,5,IT,96.94,84.63,43.68,6,5,0,0,1133,1,2,1,47.51511111111111,27.766666666666673,6.75
8.73,5,CSE,84.68,83.72,50.14,3,1,1,3,1362,2,2,0,38.45311111111111,60.06666666666667,7.23
7.92,0,MECH,79.8,75.12,51.48,6,5,2,5,1180,2,0,1,53.255111111111106,55.99999999999999,7.92
