CGPA,Backlogs,Branch,10th_Percentage,12th_Percentage,skills,DSA_Score,Projects_Count,Certifications,Internships,Hackathons_Participated,Coding_Contest_Rating,Clubs,Leadership_Roles,Placed
9.44,5,CYBER,77.5,82.09,"[{""skill"": ""node"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Beginner""}, {""skill"": ""ai"", ""level"": ""Expert""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Intermediate""}]",92.24,6,1,0,1,1276,3,1,1
7.36,3,AIML,79.98,77.58,"[{""skill"": ""css"", ""level"": ""Beginner""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""sql"", ""level"": ""Intermediate""}]",81.09,2,2,1,4,1609,3,1,0
5.6,5,AIDS,83.3,88.35,"[{""skill"": ""dsa"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""react"", ""level"": ""Intermediate""}]",81.25,5,0,3,3,954,3,2,0
8.57,3,AIML,79.95,73.56,"[{""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Advanced""}, {""skill"": ""git"", ""level"": ""Beginner""}]",87.09,4,3,2,3,1832,3,0,1
8.8,2,AIML,72.8,74.86,"[{""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""dsa"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}]",76.29,3,4,1,5,1380,0,1,1
7.81,1,AIDS,64.73,60.73,"[{""skill"": ""data science"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Beginner""}, {""skill"": ""devops"", ""level"": ""Intermediate""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Intermediate""}]",57.86,6,0,2,5,1438,3,2,1
8.85,2,CIVIL,89.59,90.6,"[{""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Expert""}]",64.02,0,2,2,2,1317,2,2,1
7.47,2,CSE,85.7,89.54,"[{""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Expert""}, {""skill"": ""ai"", ""level"": ""Advanced""}, {""skill"": ""java"", ""level"": ""Beginner""}]",47.29,5,2,3,2,1152,0,0,1
7.61,0,ECE,62.79,65.47,"[{""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""node"", ""level"": ""Advanced""}, {""skill"": ""python"", ""level"": ""Expert""}, {""skill"": ""devops"", ""level"": ""Intermediate""}]",65.66,5,5,1,1,1141,1,0,1
7.14,4,MECH,72.53,72.88,"[{""skill"": ""communication"", ""level"": ""Expert""}, {""skill"": ""html"", ""level"": ""Intermediate""}, {""skill"": ""dsa"", ""level"": ""Intermediate""}, {""skill"": ""c++"", ""level"": ""Advanced""}]",77.14,1,0,1,4,1242,1,0,0
5.13,3,IT,81.79,74.9,"[{""skill"": ""devops"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Expert""}, {""skill"": ""management"", ""level"": ""Intermediate""}]",38.62,6,1,0,5,800,0,1,1
5.54,1,IT,84.43,88.08,"[{""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Expert""}, {""skill"": ""management"", ""level"": ""Expert""}, {""skill"": ""css"", ""level"": ""Beginner""}, {""skill"": ""testing"", ""level"": ""Expert""}]",54.45,1,2,1,0,1341,3,0,1
5.16,3,AIML,64.82,69.97,"[{""skill"": ""react"", ""level"": ""Beginner""}, {""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""python"", ""level"": ""Expert""}, {""skill"": ""management"", ""level"": ""Intermediate""}]",39.74,4,1,1,3,1752,0,0,1
8.18,5,AIDS,79.11,73.89,"[{""skill"": ""node"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Expert""}, {""skill"": ""management"", ""level"": ""Expert""}]",72.6,6,1,3,4,1014,1,0,1
6.57,3,AIDS,85.4,80.92,"[{""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Expert""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Expert""}]",49.37,3,3,0,5,800,1,2,1
7.54,5,ECE,76.48,81.85,"[{""skill"": ""c++"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""cybersecurity"", ""level"": ""Intermediate""}]",50.42,0,0,3,2,1623,0,1,0
9.54,4,CSE,82.56,81.52,"[{""skill"": ""node"", ""level"": ""Advanced""}, {""skill"": ""git"", ""level"": ""Beginner""}, {""skill"": ""data science"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""machine learning"", ""level"": ""Advanced""}]",61.59,1,0,1,5,1321,2,0,1
6.25,5,CSE,75.12,70.77,"[{""skill"": ""ai"", ""level"": ""Beginner""}, {""skill"": ""java"", ""level"": ""Expert""}, {""skill"": ""node"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""html"", ""level"": ""Expert""}]",68.8,0,1,0,3,1515,2,2,0
7.05,3,IT,89.09,90.45,"[{""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""docker"", ""level"": ""Beginner""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Beginner""}]",60.82,4,3,3,5,1355,2,1,0
8.78,3,CSE,72.01,68.81,"[{""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Expert""}, {""skill"": ""node"", ""level"": ""Intermediate""}]",62.82,4,2,0,3,936,1,0,0
6.14,5,CSE,68.58,69.38,"[{""skill"": ""communication"", ""level"": ""Beginner""}, {""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""node"", ""level"": ""Beginner""}, {""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Intermediate""}]",63.45,5,2,1,4,1490,2,2,1
5.38,2,AIML,80.29,78.22,"[{""skill"": ""node"", ""level"": ""Advanced""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Advanced""}]",46.13,3,0,0,5,983,2,1,1
6.45,4,CYBER,65.66,64.03,"[{""skill"": ""node"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""machine learning"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}]",82.27,0,1,0,5,1064,0,0,0
5.81,0,IT,60.0,65.55,"[{""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Expert""}, {""skill"": ""docker"", ""level"": ""Beginner""}, {""skill"": ""data science"", ""level"": ""Intermediate""}]",37.05,0,3,0,2,1277,3,0,0
9.65,1,CSE,90.84,78.49,"[{""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Beginner""}, {""skill"": ""react"", ""level"": ""Advanced""}]",72.0,6,3,1,4,1312,3,2,1
9.04,3,MECH,70.16,72.93,"[{""skill"": ""java"", ""level"": ""Advanced""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}]",44.61,4,2,1,0,1247,0,0,0
8.17,1,CSE,66.66,71.39,"[{""skill"": ""python"", ""level"": ""Beginner""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Intermediate""}]",61.4,6,2,0,3,1320,3,2,0
9.36,0,AIML,71.88,68.77,"[{""skill"": ""git"", ""level"": ""Beginner""}, {""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""devops"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}]",40.69,3,4,3,4,1353,2,2,1
9.02,1,ECE,71.43,76.12,"[{""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Beginner""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}]",87.52,3,4,3,4,1727,1,2,1
5.93,0,ECE,78.58,73.78,"[{""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Beginner""}, {""skill"": ""sql"", ""level"": ""Intermediate""}]",72.49,1,1,1,0,1326,2,1,0
9.46,5,ECE,69.07,65.77,"[{""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""devops"", ""level"": ""Advanced""}]",90.5,4,4,2,4,1786,0,2,1
7.7,2,CSE,84.98,81.11,"[{""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""data science"", ""level"": ""Expert""}, {""skill"": ""node"", ""level"": ""Intermediate""}]",66.56,2,3,3,3,1572,3,1,1
9.04,3,CIVIL,86.46,91.22,"[{""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Advanced""}]",55.09,4,4,0,1,1397,0,0,0
9.48,0,CYBER,67.25,60.0,"[{""skill"": ""node"", ""level"": ""Advanced""}, {""skill"": ""python"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""cybersecurity"", ""level"": ""Expert""}]",58.9,4,0,2,1,1022,0,1,1
6.59,1,CIVIL,73.82,82.02,"[{""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Advanced""}, {""skill"": ""cybersecurity"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Intermediate""}]",91.05,1,0,1,2,1649,2,2,0
5.55,3,CSE,74.77,73.24,"[{""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""sql"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Intermediate""}]",83.96,6,5,3,0,1448,3,0,1
6.14,2,MECH,78.35,81.42,"[{""skill"": ""excel"", ""level"": ""Beginner""}, {""skill"": ""devops"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Expert""}]",60.65,2,2,2,2,803,1,2,1
7.14,5,MECH,90.83,93.47,"[{""skill"": ""css"", ""level"": ""Beginner""}, {""skill"": ""cybersecurity"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Beginner""}]",52.87,1,2,1,1,809,2,2,1
9.09,3,AIDS,91.4,92.16,"[{""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""react"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Intermediate""}]",100.0,1,1,1,0,1036,0,0,1
9.3,0,ECE,100.0,97.0,"[{""skill"": ""communication"", ""level"": ""Beginner""}, {""skill"": ""css"", ""level"": ""Expert""}, {""skill"": ""cybersecurity"", ""level"": ""Beginner""}, {""skill"": ""python"", ""level"": ""Advanced""}]",60.13,5,0,0,4,843,0,2,1
5.03,2,ECE,60.0,66.21,"[{""skill"": ""devops"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Expert""}, {""skill"": ""git"", ""level"": ""Expert""}, {""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""dsa"", ""level"": ""Intermediate""}]",57.25,1,5,3,4,858,3,1,1
7.55,1,CIVIL,70.76,68.18,"[{""skill"": ""devops"", ""level"": ""Advanced""}, {""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Beginner""}, {""skill"": ""communication"", ""level"": ""Expert""}, {""skill"": ""testing"", ""level"": ""Intermediate""}]",92.31,1,1,2,3,1612,0,0,1
7.09,2,CIVIL,98.14,94.48,"[{""skill"": ""git"", ""level"": ""Beginner""}, {""skill"": ""cloud"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Advanced""}, {""skill"": ""c++"", ""level"": ""Expert""}]",46.21,0,1,0,5,1156,0,0,0
6.11,2,ECE,61.99,66.38,"[{""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}]",74.64,4,4,3,1,1538,2,0,1
5.6,4,ECE,97.91,98.64,"[{""skill"": ""react"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""data science"", ""level"": ""Intermediate""}]",65.91,5,2,2,4,894,3,2,0
6.69,2,ECE,81.47,88.26,"[{""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""cybersecurity"", ""level"": ""Intermediate""}, {""skill"": ""devops"", ""level"": ""Advanced""}, {""skill"": ""python"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Expert""}]",60.15,5,1,1,0,801,2,2,0
9.71,2,AIDS,81.84,81.53,"[{""skill"": ""presentation"", ""level"": ""Beginner""}, {""skill"": ""node"", ""level"": ""Beginner""}, {""skill"": ""react"", ""level"": ""Expert""}, {""skill"": ""git"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Intermediate""}]",56.2,0,1,1,5,922,1,0,1
6.62,3,ECE,67.2,63.95,"[{""skill"": ""management"", ""level"": ""Beginner""}, {""skill"": ""excel"", ""level"": ""Advanced""}, {""skill"": ""data science"", ""level"": ""Expert""}, {""skill"": ""dsa"", ""level"": ""Beginner""}]",46.09,2,2,3,5,1338,0,1,1
7.59,1,AIML,75.49,76.86,"[{""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Beginner""}]",71.26,0,2,0,4,1481,2,2,1
8.52,3,MECH,97.47,95.24,"[{""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Beginner""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""python"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Advanced""}, {""skill"": ""java"", ""level"": ""Intermediate""}]",41.61,5,0,2,2,1040,2,2,1
6.82,3,AIML,79.52,76.41,"[{""skill"": ""excel"", ""level"": ""Beginner""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""devops"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Intermediate""}]",64.21,2,2,2,2,1318,3,2,0
9.86,0,AIDS,75.56,79.71,"[{""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""cybersecurity"", ""level"": ""Expert""}, {""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Advanced""}]",87.62,5,4,1,2,1186,0,1,1
9.81,3,ECE,84.06,93.21,"[{""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""react"", ""level"": ""Advanced""}, {""skill"": ""c++"", ""level"": ""Expert""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}]",96.27,3,0,3,5,1164,2,2,1
6.26,4,AIDS,78.08,76.85,"[{""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""devops"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Intermediate""}]",30.83,2,5,0,2,1173,0,2,1
7.49,4,CSE,83.45,78.58,"[{""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Beginner""}]",91.26,5,1,1,2,1555,1,1,0
6.5,0,AIML,71.5,70.74,"[{""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Expert""}, {""skill"": ""java"", ""level"": ""Intermediate""}]",93.93,0,4,1,5,1907,0,1,1
6.42,5,CIVIL,79.23,81.8,"[{""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Intermediate""}]",67.82,5,4,0,3,940,0,2,0
5.18,1,CSE,73.59,74.88,"[{""skill"": ""leadership"", ""level"": ""Beginner""}, {""skill"": ""data science"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Beginner""}, {""skill"": ""communication"", ""level"": ""Intermediate""}]",32.66,0,0,2,2,800,2,0,0
8.05,1,CIVIL,61.96,67.93,"[{""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""c++"", ""level"": ""Advanced""}, {""skill"": ""testing"", ""level"": ""Intermediate""}]",61.18,2,1,2,3,1057,3,0,1
7.51,3,AIML,84.82,88.15,"[{""skill"": ""testing"", ""level"": ""Intermediate""}, {""skill"": ""react"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}]",64.12,0,0,3,3,1405,3,1,0
5.26,3,CSE,67.66,62.15,"[{""skill"": ""git"", ""level"": ""Advanced""}, {""skill"": ""data science"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}]",59.2,2,3,1,4,1798,3,2,1
6.39,5,MECH,78.35,75.89,"[{""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""cybersecurity"", ""level"": ""Expert""}, {""skill"": ""sql"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Intermediate""}]",59.91,1,3,3,5,1242,1,1,0
9.54,3,CYBER,89.26,82.36,"[{""skill"": ""figma"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Intermediate""}]",80.83,5,0,2,0,1046,1,1,0
6.2,1,AIDS,65.02,70.75,"[{""skill"": ""devops"", ""level"": ""Advanced""}, {""skill"": ""ai"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Advanced""}]",56.67,6,1,0,2,842,2,0,0
5.72,2,ECE,86.05,76.09,"[{""skill"": ""teamwork"", ""level"": ""Beginner""}, {""skill"": ""react"", ""level"": ""Advanced""}, {""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Intermediate""}]",61.42,2,1,2,0,1032,3,1,1
7.45,4,IT,77.0,70.59,"[{""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Beginner""}, {""skill"": ""docker"", ""level"": ""Intermediate""}]",55.53,6,2,2,1,1246,1,1,1
9.93,2,CSE,70.33,67.78,"[{""skill"": ""cloud"", ""level"": ""Advanced""}, {""skill"": ""python"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""c++"", ""level"": ""Intermediate""}, {""skill"": ""html"", ""level"": ""Expert""}, {""skill"": ""leadership"", ""level"": ""Advanced""}]",70.38,6,4,1,3,1466,3,2,1
6.21,2,MECH,100.0,100.0,"[{""skill"": ""devops"", ""level"": ""Advanced""}, {""skill"": ""python"", ""level"": ""Beginner""}, {""skill"": ""ai"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Expert""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Beginner""}]",47.03,1,0,2,1,1201,3,2,1
8.36,1,ECE,79.99,77.39,"[{""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""docker"", ""level"": ""Advanced""}]",100.0,1,4,3,3,1184,1,1,1
8.81,2,AIML,74.32,72.49,"[{""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Advanced""}, {""skill"": ""c++"", ""level"": ""Beginner""}]",100.0,1,4,0,2,1008,3,1,1
6.19,5,CSE,72.2,70.47,"[{""skill"": ""devops"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Beginner""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Advanced""}]",69.55,6,3,1,1,1444,0,2,1
8.64,0,CIVIL,88.81,89.68,"[{""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""dsa"", ""level"": ""Intermediate""}, {""skill"": ""devops"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Advanced""}]",97.21,1,3,0,5,1221,2,0,1
6.84,3,CSE,73.88,67.78,"[{""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""node"", ""level"": ""Expert""}, {""skill"": ""communication"", ""level"": ""Intermediate""}]",77.66,2,5,3,4,1148,1,2,1
8.16,0,CSE,87.57,82.83,"[{""skill"": ""sql"", ""level"": ""Beginner""}, {""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""devops"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Expert""}]",71.93,6,0,3,1,955,1,2,1
